Sentença;Entidade 1;Tipo Entidade 1;Relacao;Entidade 2;Tipo Entidade 2
A expectativa é de chegar ao fim deste ano tendo transacionado um valor acumulado de R$ 1 bilhão , diz o CEO e fundador da PayMee , Bruno Maranhão .;Bruno Maranhão;PER;CEO e fundador da;PayMee;ORG
A Expotec 2003, Feira de Ciências e Cultura da Escola Fortec, reuniu mais de 2000 pessoas na unidade 4, em São Vicente Feira de Ciências e Cultura da Escola Fortec.;Feira de Ciências e Cultura da Escola Fortec;MISC;;São Vicente Feira de Ciências e Cultura da Escola Fortec;LOC
A Expotec 2003, Feira de Ciências e Cultura da Escola Fortec, reuniu mais de 2000 pessoas na unidade 4, em São Vicente Feira de Ciências e Cultura da Escola Fortec.;Feira de Ciências e Cultura da Escola Fortec;MISC;;Expotec 2003;MISC
A Expotec 2003, Feira de Ciências e Cultura da Escola Fortec, reuniu mais de 2000 pessoas na unidade 4, em São Vicente Feira de Ciências e Cultura da Escola Fortec.;São Vicente Feira de Ciências e Cultura da Escola Fortec;LOC;;Expotec 2003;MISC
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Caixa Econômica;ORG;;Banco do Brasil;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Banco do Brasil;ORG;;Bradesco;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Bradesco;ORG;;Banco Inter;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Banco Inter;ORG;;Santander;PER
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Santander;PER;;Itaú;MISC
A fintech brasileira PagBrasil , que oferece processamento de pagamentos online no Brasil para comerciantes nacionais e internacionais .;Brasil;LOC;que oferece processamento de pagamentos online no;PagBrasil;MISC
A fintech Neon Pagamentos lançou nesta quinta-feira uma conta digital voltada para os Microempreendedores Individuais e pequenas empresas .;Neon Pagamentos;ORG;lançou nesta quinta-feira uma conta digital voltada para os;Microempreendedores Individuais;MISC
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;São Paulo;LOC;;Barca;LOC
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;São Paulo;LOC;;Firgun;ORG
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;São Paulo;LOC;zona sul de;Jardim Ângela;LOC
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;São Paulo;LOC;;Parça Progresso Confecções;LOC
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;São Paulo;LOC;;Maria Pimentel;PER
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;Barca;LOC;;Firgun;ORG
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;Barca;LOC;;Jardim Ângela;LOC
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;Barca;LOC;;Parça Progresso Confecções;LOC
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;Barca;LOC;que atendeu;Maria Pimentel;PER
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;Firgun;ORG;;Jardim Ângela;LOC
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;Firgun;ORG;;Parça Progresso Confecções;LOC
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;Firgun;ORG;;Maria Pimentel;PER
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;Jardim Ângela;LOC;do;Parça Progresso Confecções;LOC
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;Jardim Ângela;LOC;;Maria Pimentel;PER
A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo;Parça Progresso Confecções;LOC;da;Maria Pimentel;PER
A Flowins , startup que mescla serviços de marketplace e rede social aproveita a Campus Party para lançar sua conta Flow , um serviço financeiro voltado para os produtores cadastrados na plataforma .;Flowins;LOC;aproveita a;Campus Party;ORG
A Flowins , startup que mescla serviços de marketplace e rede social aproveita a Campus Party para lançar sua conta Flow , um serviço financeiro voltado para os produtores cadastrados na plataforma .;Flowins;LOC;lançar sua conta;Flow;PER
A Flowins , startup que mescla serviços de marketplace e rede social aproveita a Campus Party para lançar sua conta Flow , um serviço financeiro voltado para os produtores cadastrados na plataforma .;Campus Party;ORG;;Flow;PER
A formação e o treino das Forcas de Defesa de Timor-Leste, da Polícia Nacional de Timor-Leste e dos guardas prisionais são orientados pelos princípios dos direitos humanos.;Polícia Nacional de Timor-Leste;LOC;;Forcas de Defesa de Timor-Leste;MISC
A gigante chinesa de internet Tencent Holdings está adquirindo uma participação no aplicativo de pagamentos móveis Uala , da Argentina , se juntando no projeto a sócios como o Goldman Sachs e os bilionários George Soros e Steve Cohen .;Uala;MISC;;George Soros;PER
A gigante chinesa de internet Tencent Holdings está adquirindo uma participação no aplicativo de pagamentos móveis Uala , da Argentina , se juntando no projeto a sócios como o Goldman Sachs e os bilionários George Soros e Steve Cohen .;Uala;MISC;;Goldman Sachs;ORG
A gigante chinesa de internet Tencent Holdings está adquirindo uma participação no aplicativo de pagamentos móveis Uala , da Argentina , se juntando no projeto a sócios como o Goldman Sachs e os bilionários George Soros e Steve Cohen .;Uala;MISC;está adquirindo uma participação no aplicativo de pagamentos móveis;Tencent Holdings;MISC
A gigante chinesa de internet Tencent Holdings está adquirindo uma participação no aplicativo de pagamentos móveis Uala , da Argentina , se juntando no projeto a sócios como o Goldman Sachs e os bilionários George Soros e Steve Cohen .;Uala;MISC;;Steve Cohen;PER
A gigante chinesa de internet Tencent Holdings está adquirindo uma participação no aplicativo de pagamentos móveis Uala , da Argentina , se juntando no projeto a sócios como o Goldman Sachs e os bilionários George Soros e Steve Cohen .;Uala;MISC;da;Argentina;LOC
A gigante chinesa de internet Tencent Holdings está adquirindo uma participação no aplicativo de pagamentos móveis Uala , da Argentina , se juntando no projeto a sócios como o Goldman Sachs e os bilionários George Soros e Steve Cohen .;George Soros;PER;;Goldman Sachs;ORG
A Grab , startup de transporte , entrega de comida e serviços de pagamento de Singapura , acaba de receber um investimento bilionário .;Singapura;LOC;de;Grab;LOC
A Havanna fecha parceria com o Santander para inaugurar um novo modelo de negócios .;Santander;PER;fecha parceria com;Havanna;PER
A Hub Fintech , empresa de meios de pagamento que tem o bilionário Carlos Wizard Martins como dono de 90% do capital , acaba de fechar um contrato com a Visa , maior companhia de pagamentos digitais no mundo .;Carlos Wizard Martins;PER;empresa de meios de;Hub Fintech;MISC
A Hub Fintech , empresa de meios de pagamento que tem o bilionário Carlos Wizard Martins como dono de 90% do capital , acaba de fechar um contrato com a Visa , maior companhia de pagamentos digitais no mundo .;Carlos Wizard Martins;PER;acaba de fechar um contrato com;Visa;LOC
A Hub Fintech , empresa de meios de pagamento que tem o bilionário Carlos Wizard Martins como dono de 90% do capital , acaba de fechar um contrato com a Visa , maior companhia de pagamentos digitais no mundo .;Hub Fintech;MISC;;Visa;LOC
A ideia da fintech é oferecer toda a infraestrutura para que uma empresa possa criar suas próprias soluções de pagamento , em um modelo semelhante ao do PagSeguro e do PayPal .;PayPal;ORG;;PagSeguro;MISC
A ideia de oferecer serviços financeiros para o mercado de beleza e bem estar segue a mesma lógica do iFood , empresa de delivery de comida da Movile , que também oferece sistemas de gestão e novos meios de pagamentos para os restaurantes .;iFood;MISC;empresa de delivery de comida da;Movile;MISC
A idéia foi lançada pelo ministro Roberto Amaral Ciência e Tecnologia e detalhada ontem durante a abertura do 1º Congresso Internacional de Biodiesel, realizado em Ribeirão Preto e promovido pela Universidade de São Paulo da cidade.;1º Congresso Internacional de Biodiesel;MISC;realizado em;Ribeirão Preto;LOC
A idéia foi lançada pelo ministro Roberto Amaral Ciência e Tecnologia e detalhada ontem durante a abertura do 1º Congresso Internacional de Biodiesel, realizado em Ribeirão Preto e promovido pela Universidade de São Paulo da cidade.;1º Congresso Internacional de Biodiesel;MISC;promovido pela;Universidade de São Paulo;LOC
A idéia foi lançada pelo ministro Roberto Amaral Ciência e Tecnologia e detalhada ontem durante a abertura do 1º Congresso Internacional de Biodiesel, realizado em Ribeirão Preto e promovido pela Universidade de São Paulo da cidade.;1º Congresso Internacional de Biodiesel;MISC;;Roberto Amaral Ciência e Tecnologia;PER
A idéia foi lançada pelo ministro Roberto Amaral Ciência e Tecnologia e detalhada ontem durante a abertura do 1º Congresso Internacional de Biodiesel, realizado em Ribeirão Preto e promovido pela Universidade de São Paulo da cidade.;Ribeirão Preto;LOC;;Universidade de São Paulo;LOC
A idéia foi lançada pelo ministro Roberto Amaral Ciência e Tecnologia e detalhada ontem durante a abertura do 1º Congresso Internacional de Biodiesel, realizado em Ribeirão Preto e promovido pela Universidade de São Paulo da cidade.;Ribeirão Preto;LOC;;Roberto Amaral Ciência e Tecnologia;PER
A idéia foi lançada pelo ministro Roberto Amaral Ciência e Tecnologia e detalhada ontem durante a abertura do 1º Congresso Internacional de Biodiesel, realizado em Ribeirão Preto e promovido pela Universidade de São Paulo da cidade.;Universidade de São Paulo;LOC;;Roberto Amaral Ciência e Tecnologia;PER
A identificação e descrição está sendo feita com a ajuda de Marina Capelari, do Instituto de Botânica de São Paulo, e Dennis Desjardin, da Universidade Estadual de San Francisco Estados Unidos.;Universidade Estadual de San Francisco Estados Unidos;LOC;da;Dennis Desjardin;PER
